CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
647,Spain,Male,28,6,149594.02,2,1,0,102325.19,5,SILVER,607
737,Spain,Female,39,7,130051.66,2,0,0,55356.39,2,SILVER,722
634,France,Female,41,7,0,2,1,1,131284.93,4,SILVER,894
660,France,Male,38,4,0,2,0,0,88080.43,3,GOLD,490
666,Germany,Female,37,2,158468.76,1,0,1,93266.01,3,DIAMOND,630
696,France,Male,44,8,161889.79,1,0,0,75562.47,4,GOLD,786
836,France,Female,29,9,133681.78,1,1,1,153747.73,1,PLATINUM,954
667,Spain,Female,34,5,0,2,1,0,163830.64,5,DIAMOND,627
596,Spain,Male,20,3,187294.46,1,1,0,103456.47,4,DIAMOND,719
430,France,Male,31,5,0,1,1,0,95655.16,1,GOLD,533
596,Spain,Male,67,6,0,2,1,1,138350.74,3,PLATINUM,727
599,France,Male,28,7,119706.22,1,0,0,31190.42,1,PLATINUM,268
519,France,Female,22,8,0,1,0,1,167553.06,1,DIAMOND,941
721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1,PLATINUM,314
603,Spain,Female,56,5,90778.76,2,1,0,162223.67,4,PLATINUM,975
572,Germany,Male,47,4,99353.42,1,1,0,196549.85,5,SILVER,276
453,Germany,Female,40,1,111524.49,1,1,1,120373.84,4,PLATINUM,867
668,France,Female,37,7,128645.67,1,1,0,92149.64,3,PLATINUM,753
762,Germany,Male,35,1,117458.51,1,0,1,178361.48,4,DIAMOND,222
633,France,Female,39,9,129189.15,2,0,0,170998.83,1,GOLD,757
647,Spain,Male,33,7,121260.19,2,1,0,77216.48,1,PLATINUM,335
796,Spain,Male,56,6,94231.13,1,0,0,121164.6,2,GOLD,667
733,France,Male,39,1,0,2,1,1,141841.31,5,SILVER,367
556,France,Male,34,8,163757.06,1,1,1,104000.06,3,PLATINUM,719
489,Spain,Male,58,4,0,2,1,1,191419.32,4,SILVER,486
639,France,Male,22,4,0,2,1,0,28188.96,2,GOLD,416
715,France,Male,35,2,141005.47,1,1,1,60407.93,1,SILVER,674
807,Germany,Female,42,9,105356.09,2,1,1,130489.37,5,SILVER,703
714,Spain,Male,34,5,0,2,1,0,193040.32,3,SILVER,446
626,Germany,Female,23,6,85897.95,1,1,0,109742.8,2,SILVER,906
697,France,Male,36,7,0,2,1,1,74760.32,2,DIAMOND,471
850,Germany,Female,31,4,164672.66,1,0,1,61936.1,1,PLATINUM,519
737,Germany,Female,45,2,99169.67,2,1,1,78650.95,5,GOLD,875
812,France,Male,29,6,0,2,0,0,168023.6,1,DIAMOND,705
583,France,Male,36,8,0,2,0,1,5571.59,4,PLATINUM,623
730,Germany,Female,37,5,124053.03,1,1,0,118591.67,4,DIAMOND,593
677,France,Male,36,4,0,2,1,0,7824.31,3,PLATINUM,760
748,Germany,Female,40,3,103499.09,2,0,0,38153.19,1,SILVER,717
753,Germany,Female,38,9,151766.71,1,1,1,180829.99,1,GOLD,873
634,Spain,Female,36,1,0,1,1,1,143960.72,3,GOLD,972
622,France,Male,29,7,101486.96,1,1,1,8788.35,1,PLATINUM,327
699,Germany,Male,36,2,123601.56,2,1,0,103557.85,3,GOLD,500
570,Germany,Male,38,1,127201.58,1,1,0,147168.28,2,PLATINUM,509
552,Germany,Male,33,3,144962.74,1,1,0,58844.84,2,SILVER,554
619,France,Female,48,4,0,1,0,0,18094.96,5,GOLD,812
714,Spain,Male,33,8,122017.19,1,0,0,162515.17,5,DIAMOND,504
503,Spain,Male,32,9,100262.88,2,1,1,157921.25,1,DIAMOND,685
685,Spain,Female,43,6,117302.62,1,0,0,68701.73,4,DIAMOND,975
606,France,Female,35,0,135984.15,2,1,0,186778.89,1,SILVER,337
678,France,Male,38,3,0,2,1,0,66561.6,1,SILVER,331
724,Germany,Male,31,2,160997.54,2,0,1,64831.36,4,DIAMOND,406
779,Germany,Female,37,2,128389.63,1,1,1,6589.16,2,DIAMOND,560
638,Spain,Male,35,1,0,2,1,0,165370.66,2,SILVER,456
610,Spain,Female,50,5,130554.51,3,1,0,184758.17,2,SILVER,821
646,Germany,Female,57,6,90212,1,1,0,13911.27,4,PLATINUM,594
628,France,Female,29,9,71996.29,1,1,1,34857.46,4,DIAMOND,221
528,France,Female,32,4,85615.66,2,1,0,156192.43,2,SILVER,518
432,France,Female,27,6,62339.81,2,0,0,53874.67,1,GOLD,522
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,4,DIAMOND,578
721,France,Male,54,5,0,2,1,1,4493.12,5,DIAMOND,863
614,Spain,Male,36,5,0,2,1,0,130610.78,1,GOLD,877
634,France,Female,24,2,87413.19,1,1,0,63340.65,5,GOLD,505
742,France,Female,29,4,0,2,1,1,180066.59,4,GOLD,646
516,France,Female,45,4,0,1,1,0,95273.73,5,SILVER,255
718,France,Male,35,3,97560.16,1,1,1,53511.74,2,DIAMOND,747
636,Germany,Male,30,8,141787.31,2,1,1,109685.61,3,SILVER,405
691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1,DIAMOND,728
698,France,Female,37,2,166178.02,2,1,1,71972.95,5,PLATINUM,275
712,Spain,Female,39,5,163097.55,2,1,1,23702.42,2,GOLD,893
659,France,Male,20,8,0,2,0,0,112572.02,5,GOLD,833
573,Spain,Male,44,8,0,2,0,0,62424.46,1,DIAMOND,547
778,Germany,Female,35,1,151958.19,3,1,1,131238.37,4,GOLD,420
732,France,Male,46,0,0,2,1,1,184350.78,3,DIAMOND,461
550,Germany,Male,33,4,118400.91,1,0,1,13999.64,3,PLATINUM,362
790,Spain,Male,20,8,0,2,1,0,168152.76,5,GOLD,425
665,Germany,Female,43,2,116322.27,4,1,0,35640.12,5,GOLD,392
728,Spain,Female,43,5,0,1,1,1,120088.17,5,GOLD,924
645,Spain,Female,29,4,0,2,1,1,74346.11,4,GOLD,268
647,Germany,Male,30,6,143138.91,2,1,0,2955.46,3,PLATINUM,896
596,Spain,Male,32,4,0,2,0,1,146504.35,3,PLATINUM,826
610,France,Male,40,9,0,1,1,1,149602.54,3,SILVER,613
512,France,Male,36,0,129804.17,1,1,0,53020.9,2,PLATINUM,349
768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1,GOLD,346
666,Germany,Male,30,3,110153.27,1,0,1,74849.46,2,GOLD,990
700,Germany,Female,30,4,116377.48,1,1,1,134417.31,1,SILVER,635
651,Germany,Female,37,10,117791.06,2,1,1,75837.58,2,GOLD,276
542,Spain,Female,26,2,0,2,1,1,54869.54,2,PLATINUM,303
686,France,Female,35,8,105419.73,1,1,0,35356.46,5,DIAMOND,887
850,Germany,Female,47,4,99219.47,2,1,1,122141.13,1,GOLD,630
658,Germany,Female,55,8,119327.93,1,0,1,119439.66,5,DIAMOND,397
448,France,Female,36,6,83947.12,2,1,0,81999.53,4,SILVER,524
609,Spain,Male,32,4,99883.16,1,1,1,120594.85,3,PLATINUM,887
704,France,Male,50,4,165438.26,1,1,0,120770.75,4,GOLD,705
698,France,Male,31,1,156111.24,1,0,0,134790.74,1,GOLD,941
759,France,Male,44,2,111095.58,2,1,0,100137.7,4,DIAMOND,784
677,France,Female,56,0,119963.45,1,0,0,158325.87,2,SILVER,522
544,Spain,Male,22,4,0,2,1,0,70007.67,3,SILVER,597
567,Spain,Male,35,8,153137.74,1,1,0,88659.07,2,PLATINUM,549
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,3,SILVER,759
626,France,Male,34,7,113014.7,2,1,1,56646.28,5,SILVER,664
718,Germany,Male,43,5,132615.73,2,1,0,32999.1,3,SILVER,795
616,France,Male,44,5,102016.38,1,0,1,178235.37,4,GOLD,830
772,France,Female,35,9,0,1,0,1,25448.31,2,SILVER,615
561,France,Male,32,5,0,2,1,0,84871.99,4,SILVER,332
814,France,Male,49,8,0,2,0,0,157822.54,3,GOLD,539
651,France,Female,56,4,0,1,0,0,84383.22,1,PLATINUM,517
538,Germany,Female,42,4,80380.24,1,1,0,119216.46,1,DIAMOND,374
600,France,Female,26,6,108909.12,1,1,0,82547.01,4,SILVER,804
654,France,Female,35,2,90865.8,1,1,1,86764.46,5,GOLD,647
622,France,Male,40,4,99799.76,2,1,0,197372.13,1,DIAMOND,457
682,France,Male,28,10,200724.96,1,0,1,82872.64,2,SILVER,503
610,Spain,Female,37,10,140363.95,2,1,1,129563.86,3,GOLD,929
795,France,Female,36,1,151844.64,1,1,1,135388.89,3,SILVER,605
557,France,Female,27,2,0,2,0,1,4497.55,3,SILVER,803
824,Germany,Male,49,8,133231.48,1,1,1,67885.37,1,PLATINUM,927
698,France,Male,27,7,0,2,1,0,111471.55,5,GOLD,766
630,France,Female,36,8,126598.99,2,1,1,134407.93,2,PLATINUM,970
609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1,PLATINUM,877
694,France,Male,47,4,0,2,1,0,197528.62,2,SILVER,782
681,France,Female,58,8,93173.88,1,1,1,139761.25,2,DIAMOND,797
721,Spain,Female,32,10,0,1,1,0,136119.96,5,SILVER,579
563,Germany,Male,44,7,105007.31,2,1,1,197812.16,4,GOLD,481
654,Spain,Female,32,2,0,1,1,1,51972.92,5,DIAMOND,580
659,Spain,Male,27,4,0,2,1,0,99341.87,4,PLATINUM,613
674,Germany,Female,44,4,131593.85,1,0,1,171345.02,2,GOLD,558
576,Germany,Male,44,9,119530.52,1,1,0,119056.68,4,SILVER,802
566,Germany,Male,54,4,118614.6,2,1,1,172601.62,3,SILVER,572
545,Germany,Male,37,9,95829.13,2,0,1,104936.88,5,GOLD,406
798,France,Male,36,1,0,2,1,1,159044.1,4,GOLD,604
757,France,Male,38,0,0,1,1,0,83263.06,1,PLATINUM,537
641,France,Male,50,6,153590.73,2,1,1,130910.78,4,SILVER,656
718,France,Male,29,2,0,1,1,0,126336.72,1,GOLD,422
699,France,Male,64,9,113109.52,1,1,0,27980.8,2,SILVER,787
623,France,Female,35,0,130557.24,1,1,1,47880.71,5,DIAMOND,936
644,France,Male,40,8,93183.19,1,1,0,73882.49,3,GOLD,617
586,France,Male,58,7,151933.63,1,1,0,162960.05,4,SILVER,894
500,Germany,Male,30,2,125495.64,2,1,1,68807.47,3,SILVER,276
583,France,Female,42,7,0,2,1,0,144039.05,4,PLATINUM,443
595,Germany,Female,26,8,118547.72,1,1,1,151192.18,4,PLATINUM,388
670,Spain,Male,43,1,97792.21,1,0,0,120225.62,4,SILVER,701
610,France,Male,41,6,0,3,0,0,56118.81,2,PLATINUM,813
814,Spain,Female,72,2,0,2,0,1,130853.03,1,SILVER,836
660,France,Female,40,8,167181.01,1,1,1,185156.94,2,DIAMOND,736
580,Germany,Male,35,9,121355.19,1,0,1,35671.45,2,SILVER,235
850,France,Female,81,1,0,2,1,1,59568.24,3,GOLD,886
676,Spain,Male,35,0,0,2,0,0,139911.58,3,SILVER,543
578,France,Male,46,5,113226.47,1,1,0,56770.76,4,PLATINUM,916
579,France,Female,33,1,118392.75,1,1,1,157564.75,1,DIAMOND,793
711,Germany,Female,52,8,145262.54,1,0,1,131473.31,1,SILVER,282
692,France,Male,40,6,163505.16,1,0,0,90424.09,4,DIAMOND,675
760,Spain,Female,33,1,118114.28,2,0,1,156660.21,2,SILVER,348
630,Germany,Female,51,0,108449.23,3,0,0,88372.69,2,GOLD,295
808,France,Male,32,1,0,2,1,1,46200.71,4,GOLD,870
611,Germany,Female,36,10,103294.56,1,1,0,160548.12,4,PLATINUM,296
697,France,Female,42,1,0,1,1,0,1262.83,3,DIAMOND,603
655,France,Female,38,6,0,1,1,1,188639.28,3,SILVER,333
601,Spain,Male,28,6,0,2,1,0,14665.28,4,PLATINUM,541
755,France,Male,42,2,119919.12,1,1,0,156868.21,1,PLATINUM,765
553,France,Male,37,1,0,1,1,0,30461.55,5,DIAMOND,623
723,France,Male,28,4,0,2,1,1,123885.88,5,SILVER,467
507,Spain,Female,34,4,0,2,1,1,60688.38,3,DIAMOND,392
777,France,Male,43,1,0,2,1,0,21785.91,2,GOLD,984
566,France,Male,34,3,0,1,0,0,188135.69,4,GOLD,999
732,France,Male,26,7,0,2,1,0,154364.66,3,DIAMOND,994
697,France,Female,42,10,0,2,1,0,61312.15,5,GOLD,867
555,France,Male,29,4,128744.04,1,1,1,47454.93,3,GOLD,899
584,Germany,Female,62,9,137727.34,2,0,1,121102.9,5,DIAMOND,581
705,Germany,Female,44,10,106731.58,1,1,0,137419.87,4,PLATINUM,531
688,France,Female,38,7,123544.21,1,1,1,157664.02,4,PLATINUM,868
626,France,Female,37,2,133968.96,2,1,0,148689.65,2,DIAMOND,321
636,Spain,Male,76,9,126534.6,1,1,1,39789.62,4,DIAMOND,847
719,Spain,Female,35,8,0,1,1,1,165162.4,5,DIAMOND,569
706,Spain,Male,30,6,87609.68,2,0,0,137674.55,4,SILVER,643
731,Spain,Male,41,3,0,2,1,0,101371.72,4,PLATINUM,292
738,Spain,Male,49,3,0,3,1,1,65066.48,2,PLATINUM,460
426,France,Male,34,9,0,2,1,0,107876.91,2,PLATINUM,767
622,Spain,Female,36,0,108960,2,1,0,111180.3,1,PLATINUM,532
701,Spain,Female,30,2,0,2,1,0,115650.63,1,DIAMOND,528
512,France,Male,51,6,144953.31,1,1,1,165035.17,2,PLATINUM,339
635,France,Male,41,4,103544.88,2,1,0,193746.55,2,GOLD,439
685,France,Male,33,6,0,1,1,0,58458.26,4,DIAMOND,993
609,France,Male,53,7,0,2,0,1,52332.85,5,SILVER,295
598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1,SILVER,468
708,France,Male,52,10,105355.81,1,1,0,123.07,3,PLATINUM,755
574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1,DIAMOND,929
629,France,Male,44,5,0,4,0,0,117572.59,2,PLATINUM,296
422,Spain,Female,54,4,0,2,1,1,7166.71,5,PLATINUM,733
656,Spain,Male,28,8,120047.77,1,1,1,137173.39,1,PLATINUM,590
697,France,Male,32,7,175464.85,3,1,0,116442.42,1,PLATINUM,594
718,France,Male,52,8,79475.3,3,1,1,32421.32,3,SILVER,930
586,Germany,Male,37,8,167735.69,2,0,1,104665.79,4,DIAMOND,738
481,Spain,Female,37,8,0,2,1,0,44215.86,5,DIAMOND,266
749,France,Female,33,1,74385.98,1,1,0,20164.47,2,DIAMOND,675
561,Germany,Male,49,5,94754,1,1,1,26691.31,5,DIAMOND,760
676,Spain,Male,27,4,0,1,0,1,107955.67,1,PLATINUM,490
615,Germany,Male,43,3,86920.86,1,1,1,150048.37,1,DIAMOND,579
582,France,Female,39,1,132077.48,2,1,0,192255.15,3,GOLD,348
601,France,Male,40,10,127847.86,1,0,0,173245.68,1,GOLD,376
708,France,Male,34,3,0,1,0,1,121457.88,5,DIAMOND,552
708,Germany,Male,42,9,176702.36,2,1,1,104804.74,1,SILVER,942
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,4,SILVER,513
682,France,Male,26,8,0,2,1,0,178373.43,3,SILVER,806
694,Spain,Female,39,9,0,2,0,0,99924.04,4,PLATINUM,483
490,France,Female,40,1,0,1,1,1,49594.19,2,DIAMOND,229
828,Spain,Male,42,10,0,1,1,1,186071.14,1,PLATINUM,526
594,Spain,Female,38,7,96858.35,1,1,0,77511.45,1,DIAMOND,797
579,Spain,Male,33,1,0,2,1,1,54816.57,3,SILVER,528
723,France,Female,35,0,0,2,0,1,61290.99,1,GOLD,996
619,Germany,Female,42,8,132796.04,3,1,1,191821.35,5,SILVER,845
794,Spain,Female,30,1,154970.54,1,0,1,156768.45,4,PLATINUM,441
674,Germany,Male,44,3,88902.21,1,1,0,73731.32,3,SILVER,729
418,France,Male,28,7,98738.92,1,1,0,122190.22,3,GOLD,465
502,France,Male,33,8,0,2,1,1,123509.01,4,DIAMOND,717
678,France,Female,50,6,0,1,1,0,8199.5,4,GOLD,803
599,Germany,Male,40,10,137456.28,2,1,1,14113.11,2,SILVER,623
736,France,Male,29,4,0,2,0,0,51705.01,2,DIAMOND,240
430,France,Female,60,7,73937.02,1,1,0,161937.62,4,PLATINUM,578
537,France,Female,45,7,158621.04,1,1,0,120892.96,4,SILVER,819
683,Spain,Male,30,1,113257.2,1,1,1,65035.02,2,GOLD,263
828,France,Male,31,9,0,1,0,1,164257.37,3,GOLD,421
691,France,Female,29,9,116536.43,1,1,0,51987.99,1,DIAMOND,592
608,Spain,Female,28,4,0,2,1,0,10899.63,5,PLATINUM,391
691,France,Female,60,6,101070.69,1,1,0,177355.8,5,SILVER,253
718,Spain,Male,39,6,0,2,0,1,63889.1,1,SILVER,583
680,Germany,Female,31,3,127331.46,3,1,1,176433.6,4,SILVER,807
838,Spain,Female,41,5,0,2,1,0,81313.51,1,SILVER,867
695,Spain,Female,31,5,0,2,0,1,13998.88,3,GOLD,583
681,France,Male,46,0,105969.42,1,1,0,5771.56,4,GOLD,386
762,France,Male,36,5,119547.46,1,1,1,42693.65,5,GOLD,972
751,Spain,Male,38,7,0,2,0,0,90839.61,3,PLATINUM,654
678,Spain,Male,28,5,138668.18,1,1,1,54144.01,1,PLATINUM,408
634,France,Female,37,7,51582.5,2,1,1,184312.88,5,GOLD,902
749,France,Male,37,7,0,2,1,0,20306.79,3,GOLD,345
590,Spain,Male,37,6,169902.92,1,1,1,128256.18,3,GOLD,987
610,France,Female,27,4,87262.4,2,1,0,182720.07,1,SILVER,647
502,France,Male,33,7,0,2,0,1,4082.52,2,SILVER,959
578,France,Female,40,7,0,2,0,0,102233.73,4,GOLD,924
547,France,Female,32,2,0,2,1,0,132002.83,4,DIAMOND,495
579,France,Female,27,9,0,2,1,0,126838.7,5,GOLD,903
661,France,Male,39,5,0,2,0,0,181461.46,5,GOLD,514
794,France,Male,46,6,0,2,1,0,195325.74,4,PLATINUM,838
719,France,Male,61,5,0,2,0,1,29132.43,4,DIAMOND,293
728,France,Female,69,1,0,2,1,1,131804.86,4,PLATINUM,341
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,2,SILVER,460
822,Germany,Female,46,3,115074.02,2,1,0,26249.86,4,GOLD,649
670,Spain,Female,40,3,0,1,1,1,182650.15,5,GOLD,270
850,France,Male,28,8,99986.98,1,1,0,196582.55,3,PLATINUM,895
723,Germany,Female,68,3,110357,1,0,0,141977.54,1,PLATINUM,761
705,Germany,Male,42,8,166685.92,2,1,1,55313.51,4,GOLD,283
677,Spain,Male,40,7,95312.8,1,1,1,62944.75,1,DIAMOND,978
736,France,Male,43,4,202443.47,1,1,0,72375.03,4,GOLD,494
661,Germany,Female,47,0,109493.62,1,0,0,188324.01,4,GOLD,761
501,Germany,Male,38,9,88977.39,2,0,1,133403.07,5,GOLD,522
516,France,Female,29,2,104982.57,1,1,0,157378.5,4,GOLD,649
517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1,DIAMOND,872
766,France,Male,32,6,185714.28,1,1,1,102502.5,5,GOLD,807
520,Germany,Female,23,3,116022.53,2,1,1,37577.66,1,GOLD,342
541,France,Male,46,6,0,2,1,1,83456.67,1,GOLD,596
790,Germany,Female,34,2,164011.48,1,1,0,199420.41,1,DIAMOND,275
797,France,Male,31,9,0,2,1,1,24748.89,1,PLATINUM,874
811,France,Male,40,1,101514.89,1,1,1,121765,3,SILVER,749
722,Spain,Female,32,4,0,2,1,1,113666.48,4,SILVER,630
675,France,Male,28,9,0,1,1,0,134110.93,2,DIAMOND,817
660,Germany,Male,39,9,134599.33,2,1,0,183095.87,4,PLATINUM,575
566,Spain,Male,32,10,147511.26,1,1,1,159891.03,2,GOLD,801
768,France,Male,25,0,78396.08,1,1,1,8316.19,5,DIAMOND,495
610,Spain,Female,31,5,0,2,0,0,63736.36,2,PLATINUM,416
715,France,Female,31,3,110581.29,1,1,1,94715.24,2,PLATINUM,964
750,Germany,Male,42,8,151836.36,2,1,0,68695.38,5,GOLD,769
431,Germany,Male,45,5,83624.55,2,0,0,36899.62,2,DIAMOND,838
704,France,Male,24,2,148197.15,2,1,0,182775.08,1,PLATINUM,871
535,Spain,Female,30,5,122924.75,1,0,0,62390.59,4,DIAMOND,244
614,France,Female,38,4,72594,1,1,1,76042.48,2,SILVER,689
748,France,Male,38,4,115221.36,1,0,1,70956.75,5,PLATINUM,986
492,Germany,Male,51,8,117808.74,2,1,1,67311.12,3,GOLD,263
573,France,Male,40,7,147754.68,1,1,1,110454.46,4,PLATINUM,319
706,Spain,Female,53,3,0,3,0,0,88479.02,3,SILVER,390
680,France,Male,31,10,113292.17,1,1,1,122639.73,3,GOLD,714
458,Spain,Male,36,5,0,2,1,0,79723.78,3,SILVER,428
612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,DIAMOND,244
809,Germany,Male,50,10,118098.62,1,1,1,100720.02,4,DIAMOND,833
590,France,Male,39,9,0,2,1,1,104730.52,5,PLATINUM,474
602,France,Male,35,8,0,1,1,1,22499.29,2,DIAMOND,615
540,Spain,Male,37,0,120825.7,1,1,0,28257.89,2,GOLD,540
494,France,Male,25,6,0,2,0,1,109988.09,1,PLATINUM,376
797,France,Male,29,1,0,1,0,1,149991.32,5,GOLD,752
526,Germany,Male,61,6,133845.28,2,1,1,45180.8,1,GOLD,592
631,Spain,Male,38,7,0,2,1,0,181605.85,3,DIAMOND,290
576,France,Female,29,5,108541.04,1,1,1,126469.09,5,DIAMOND,843
405,France,Male,39,10,0,1,1,0,160810.85,2,DIAMOND,455
555,France,Male,30,1,0,2,0,0,88146.86,1,DIAMOND,561
750,Spain,Female,37,2,113817.06,1,0,0,88333.74,5,DIAMOND,998
665,France,Male,28,8,137300.23,1,1,0,90174.83,4,GOLD,638
640,Spain,Male,37,5,158024.38,1,1,0,81298.09,1,GOLD,749
457,France,Female,33,7,127837.54,1,0,1,60013.17,4,GOLD,782
695,France,Male,36,4,161533,1,1,0,100940.91,2,GOLD,749
645,France,Male,31,7,161171.7,2,1,0,12599.94,3,SILVER,532
647,Spain,Male,32,9,80958.36,1,1,1,128590.73,4,GOLD,540
808,Spain,Male,25,7,0,2,0,1,23180.37,4,GOLD,387
641,France,Male,33,2,146193.6,2,1,1,55796.83,1,DIAMOND,307
700,Spain,Male,29,8,0,2,0,1,152097.02,4,GOLD,255
660,Germany,Male,26,4,115021.76,1,0,1,162443.05,1,GOLD,573
615,Spain,Male,41,1,126773.43,1,1,1,55551.26,2,SILVER,774
705,Germany,Female,40,3,92889.91,1,1,1,109496.69,1,PLATINUM,451
718,France,Male,48,9,0,2,1,1,72105.63,2,DIAMOND,573
754,France,Male,61,5,146622.35,1,1,1,41815.22,4,DIAMOND,687
713,Germany,Male,45,4,131038.14,1,1,0,74005.04,2,GOLD,495
587,France,Female,46,6,88820.29,1,0,0,70224.34,4,GOLD,507
569,Spain,Male,31,1,115406.97,1,0,0,145528.22,2,GOLD,992
568,France,Female,38,3,132951.92,1,0,1,124486.28,2,DIAMOND,783
634,Germany,Male,74,5,108891.7,1,1,0,10078.02,5,DIAMOND,246
770,Germany,Female,46,5,141788.63,2,0,0,164967.21,5,PLATINUM,791
676,Spain,Female,64,4,116954.32,1,1,1,91149.48,2,GOLD,855
723,Germany,Female,47,10,90450,2,0,0,103379.31,5,GOLD,244
614,Germany,Female,39,8,125997.22,1,1,1,128049.34,5,DIAMOND,817
601,Spain,Female,41,3,0,2,1,0,54342.83,5,PLATINUM,560
592,France,Male,60,9,0,4,1,1,13614.01,5,GOLD,803
605,Spain,Female,36,9,0,2,0,1,35521.63,2,DIAMOND,825
752,Spain,Female,31,4,144637.86,2,1,0,40496.72,1,DIAMOND,383
677,France,Female,29,3,86616.35,1,0,0,91903.9,5,DIAMOND,589
850,France,Male,31,8,0,2,1,0,178667.7,4,GOLD,541
608,Germany,Female,48,2,127924.25,2,1,0,32202.61,1,DIAMOND,794
786,Spain,Female,34,9,0,2,1,0,117034.32,4,SILVER,472
777,France,Female,29,9,131240.61,1,1,1,163746.09,2,GOLD,567
667,Spain,Male,31,5,0,2,1,1,20346.69,4,PLATINUM,823
848,Spain,Male,35,5,120046.74,2,1,0,84710.65,5,GOLD,644
486,France,Female,39,8,97819.36,1,0,1,120531.31,3,PLATINUM,408
598,Spain,Female,64,1,62979.93,1,1,1,152273.57,5,GOLD,291
506,France,Female,40,3,0,1,1,1,144345.58,1,PLATINUM,479
612,Germany,Male,46,9,161450.03,1,1,1,96961,2,PLATINUM,882
545,France,Male,30,3,0,2,1,0,170307.43,4,PLATINUM,396
793,France,Male,56,8,119496.25,2,1,0,29880.99,2,SILVER,458
682,France,Female,30,9,0,2,1,1,195104.91,2,PLATINUM,874
517,France,Male,62,1,43772.66,3,1,0,187756.24,1,SILVER,590
684,France,Male,32,9,100249.41,2,0,1,67599.69,2,SILVER,702
692,Spain,Male,46,2,0,2,1,1,105983.09,1,PLATINUM,345
740,France,Female,60,5,108028.08,2,0,0,25980.42,5,GOLD,922
666,Germany,Male,71,1,53013.29,2,1,1,112222.64,1,GOLD,419
693,France,Male,68,2,0,2,1,1,59864.96,3,PLATINUM,290
757,Germany,Male,33,1,122088.67,1,1,0,42581.09,2,DIAMOND,419
684,Germany,Male,18,9,90544,1,0,1,4777.23,3,PLATINUM,300
691,Spain,Male,35,6,0,2,0,1,178038.17,4,GOLD,686
842,France,Male,44,3,141252.18,4,0,1,128521.16,5,PLATINUM,741
482,France,Female,35,5,147813.05,2,0,0,109029.72,2,SILVER,945
735,France,Male,55,6,134140.68,1,1,0,2267.88,4,DIAMOND,425
681,France,Female,63,7,0,2,1,1,55054.48,1,PLATINUM,665
616,France,Female,31,8,0,1,0,1,76456.17,5,SILVER,675
850,France,Female,35,2,128548.49,4,1,0,75478.95,3,PLATINUM,507
635,France,Male,43,10,122198.21,2,0,1,179144.54,4,DIAMOND,704
638,Germany,Male,42,8,145177.84,1,1,0,193471.74,4,PLATINUM,798
820,Spain,Female,31,2,94222.53,1,1,0,103570.8,1,PLATINUM,947
694,Germany,Female,58,1,143212.22,1,0,0,102628.56,4,DIAMOND,323
713,France,Male,41,3,0,2,1,0,55772.04,3,PLATINUM,443
543,Germany,Male,41,6,143350.41,1,1,1,192070.16,4,DIAMOND,592
649,France,Female,41,3,130931.83,1,1,1,144808.37,1,PLATINUM,457
777,France,Female,30,4,137851.31,1,1,0,5008.23,5,DIAMOND,349
561,France,Male,33,6,0,2,0,0,173680.39,3,DIAMOND,220
724,Spain,Male,41,5,0,1,0,1,115753.94,5,DIAMOND,540
665,Spain,Female,51,8,0,1,1,1,38928.48,2,DIAMOND,317
441,France,Male,60,1,140614.15,1,0,1,174381.23,4,SILVER,227
579,Spain,Male,22,3,118680.57,1,1,1,49829.8,5,SILVER,433
777,Germany,Male,35,7,122917.69,1,1,1,76169.68,2,DIAMOND,624
739,France,Female,36,0,0,2,0,0,133465.57,2,GOLD,323
660,France,Male,40,5,131754.11,2,1,1,38761.61,4,GOLD,560
554,France,Female,35,8,0,2,1,1,176779.46,4,SILVER,398
850,France,Female,24,6,0,2,1,1,13159.9,3,DIAMOND,899
842,Germany,Female,35,9,119948.09,1,1,0,48217.97,4,PLATINUM,732
785,France,Female,38,1,0,1,1,0,134964.85,3,DIAMOND,526
550,France,Male,25,0,0,2,1,1,184221.11,5,PLATINUM,499
750,Spain,Female,39,6,0,2,0,0,19264.33,5,PLATINUM,940
490,Spain,Female,38,3,97266.1,1,1,1,92797.23,4,DIAMOND,762
605,Germany,Male,28,10,113690.83,1,1,0,33114.24,5,DIAMOND,943
563,Spain,Female,42,6,99056.22,2,1,0,154347.95,4,SILVER,670
675,France,Male,34,8,0,2,1,1,184842.21,2,GOLD,977
621,Spain,Female,36,7,116338.68,1,1,1,155743.48,2,SILVER,280
850,France,Male,40,6,97339.99,1,0,1,88815.25,1,GOLD,756
711,France,Male,41,3,0,2,1,1,193747.57,4,GOLD,876
549,Germany,Female,55,1,137592.31,2,0,1,116548.02,4,PLATINUM,319
